Hospital,Patient Count,Total Billing
Torres Ltd,2,38354.33448851108
"Carlson Santana, Atkins and",1,14683.16071844538
Sons and Gould,1,27899.037617522048
White-Black,1,34707.17654571794
Young-Logan,1,38213.43821157515
Evans-Clayton,1,43815.100662337536
Davis-Farrell,1,11739.894689891702
Bender-Alexander,1,1207.1762029226047
"Larson Howell Sparks, and",2,35918.35504225489
Ltd Robertson,3,100313.23291795055
Braun Group,1,23255.643551711673
Graves Group,2,16045.978730178083
"and Hammond, Davis Wright",1,36028.622734672834
"Anderson Patel Sanders, and",1,17057.285390393503
"Carlson Ramos, Newman and",1,29015.606349722264
"Brown Moore, Schultz and",1,33426.70932334182
Wright-Harrell,1,4381.6178116726005
Espinoza Inc,1,40789.990584662155
Anderson-Jarvis,1,7740.752145539186
"Davis and Lawrence Davis,",1,5853.988812636156
Collins-Pierce,1,40210.52476007444
Hebert-Manning,1,19163.60339105663
Barry Group,1,22242.807655778033
"Johnson, Harris Baker and",1,4739.47045265477
"and Pace Johnson, Arnold",1,21180.92022480212
Sanders-Mueller,1,41311.738506250105
"Moore, Smith Duncan and",1,12528.37815806718
"Mcdaniel Anderson, Herrera and",1,45361.250179380266
"and Giles, Wyatt Weaver",1,4089.1820708685564
"Bridges, and Fox Nguyen",1,22371.663624112356
"Smith Owens, Jackson and",1,48349.60333434714
PLC Solis,1,39447.20024235232
LLC Bush,2,60560.12278131648
Jones-Tyler,2,81009.5802939052
"and Rosales, Macdonald Hanson",1,-230.57928253828663
"Miller Rivera, and Miller",1,22020.348043861362
"and Hernandez, Combs Green",2,10524.686890956249
Ibarra-Sellers,1,34474.126560031684
Boyd-Cook,1,50995.0401168388
Hinton-Bridges,1,6782.898359296632
Butler-Kim,2,52864.85917691861
"Castillo Jackson Roman, and",1,2642.950519270738
Lee-Hansen,1,2092.638365859559
"Bond Scott, and Cervantes",1,29744.750400434263
"Mccarthy White, and Anderson",2,92799.0292352165
"Palmer, and Dixon Hall",1,11936.73978633476
"Campbell and Lam Fuentes,",1,39364.02371073803
"Shepherd and Arnold Gonzalez,",1,33503.87845559542
"and Robbins Clark, Armstrong",1,18056.580605073017
"Carter Stein, Sanders and",1,6844.427988198689
Gibson-Russell,1,27518.052981580768
Mitchell-Navarro,1,19973.46292615957
Sons Miller and,10,279453.68878845073
Sherman Inc,5,105121.96278127033
Lara-Allen,2,94540.49147827814
Inc Rangel,3,112103.65855775148
Sons and Gallegos,1,36107.40314003419
Hurley-Gill,1,44918.3237999027
Martin-Nguyen,3,113853.66862611452
Richardson-Griffin,1,3621.1616906829086
"Odonnell, Kelly Mejia and",1,45977.38136731675
PLC Haney,2,33926.369447251855
"Lee Chambers, and Foley",1,45476.561592137106
Miller-Cervantes,1,21718.19237424522
Hancock-Galloway,1,5164.536330376097
Howard-Bates,1,40841.27672501811
"and Meadows, Thomas Vaughn",2,34344.01976547968
Fowler Ltd,1,7602.570703576844
Smith-Bailey,1,28169.75691002763
"Lane Evans and Cooper,",1,4088.4493064256885
Ward-Mccall,1,9270.671585459098
"Martin, Rodriguez Osborne and",1,8602.898259638712
Garcia-Williams,2,58078.39688287813
"Morgan, Levy and Mitchell",1,40744.69476145244
Newton LLC,3,81774.59086351504
"Garcia, Gilbert Hill and",1,39578.29076706914
Hamilton-Weber,2,59051.231233681414
"and Stout, Berg Sampson",1,27901.996538733776
Serrano-Ramirez,1,14149.980683556078
Mason Group,5,66539.2281014372
"and Green Powell, Wood",1,26692.681227942587
"Torres, Martin Bell and",1,38361.09983960014
Inc Short,2,80991.2493799226
Andersen-Jordan,1,11688.910422638355
"and Gentry, Harris Pope",1,1611.7451582306064
Lawson Ltd,3,51521.48333152739
Miller-Thomas,5,116139.78184085489
"and Martin, Jones Zamora",1,17572.05235858301
LLC Hampton,1,18166.72210454108
Ward PLC,9,302465.16018737236
Sons Barnett and,1,20504.250870511773
Alvarez-Quinn,1,9205.766113380301
"Wilson and Davis Koch,",1,21426.244223747522
Phelps-Dunlap,1,5914.283317874655
"Cordova and Flores Carson,",1,38473.07808206631
Weber Inc,4,59784.65819300362
Jones and Sons,1,12354.822212991576
"Porter and Sheppard, Wood",1,11452.656223097278
Cook-Johnson,5,105570.85350181503
"Hopkins Hopkins, and Dominguez",1,24256.987802345735
LLC Walker,4,62789.84919533785
Miller-Hill,1,27499.37910252653
Scott-Simpson,1,25007.645932152464
Burton-Taylor,1,11712.833378831156
"Brown Rasmussen and Garza,",1,48467.92706484619
"Silva Bradford, and Liu",1,3249.132886651286
Warren-Hubbard,1,16732.442337328484
Mendez-Robinson,1,2534.0926418526733
Bennett-Ramirez,2,40987.4812317343
Roberts-Johnson,1,32396.898988004836
"Garza and Johnson Gordon,",1,14953.952769176136
"Nelson Blackwell, Durham and",1,30027.28602679044
"and Williams Baker Patel,",1,44827.55239935749
"Little Robinson and Parker,",1,15771.949766415979
Jackson-Brown,1,27514.543808828977
Ferguson-Clark,1,42511.18361952181
Phillips-Brown,1,4889.47237489868
Pope-Thompson,1,9807.05398336664
Schmidt-Allen,1,32952.31834797676
Vasquez Group,4,134623.21370006283
Inc Michael,1,18492.0194857036
Mendoza-Lee,1,24973.39705772509
"and Rivera Hudson, Rowe",1,2538.9779677750357
"Gray, and Cross Norman",1,6343.9012918321505
"Myers, and Chan Taylor",1,5265.365458556698
Parker-Stein,1,31105.838249784756
"Rose, and Pacheco Curry",1,6724.895964146451
Williams-Mitchell,1,6978.3748589860925
Barr-Fowler,1,44816.891028688406
Jones-Burns,1,44262.772510793955
Henry-Stevenson,1,22478.995051254118
Ltd Palmer,3,118780.05866245937
"and Morse King Combs,",1,44856.86993577436
"Gonzalez Crawford, Fuller and",1,34203.28978890553
"Washington and Carrillo Carter,",1,6705.775616508595
Burns-Watson,1,11005.885221672159
Winters-Carter,1,1697.770660834355
Lozano-Garrison,1,34189.27723611679
"Espinoza, and Johnson Mays",2,89024.66044995894
Green-Soto,1,33086.30944470466
Preston-Pruitt,2,37690.10855819212
Thomas-Thomas,1,23004.266988392723
Martinez-Duran,1,13428.38646002146
Thomas-Holder,1,41376.511367607
"Hendrix Bennett Gentry, and",1,24408.157610504546
Sons Ellis and,2,43884.834334757885
"Jones Johnson, Mendoza and",1,49338.236686467455
"and Hartman Williams Rose,",2,82008.21816073937
"Deleon and Dennis Holland,",1,6426.628466751251
Foster-Mills,1,39958.21193351306
Robinson-Bell,1,25513.704669485247
Holmes-Johnson,1,15851.27449446547
Kim-Hines,1,5155.481063619588
LLC Zavala,1,38369.88844631707
Wilcox-Rodriguez,1,41397.26899544062
Singh-Thompson,2,42150.14719653559
"and May Cox, Miller",1,34390.89408467806
"Bates Barnes Jones, and",2,76134.39306781949
Blankenship-Collins,1,19702.968751524386
"Davis Craig, and Bender",1,2183.7199987433137
"Grant Jensen, James and",1,30014.22308428174
Sons and Bates,1,2494.9091286805296
Cole Group,3,99079.38403330972
"Hubbard Robbins Moore, and",1,4191.966002901398
"Patterson Warren, and Gonzalez",1,15059.105252685838
"Palmer, Weaver and Hunt",1,12008.597867438279
Sons and Cruz,1,24596.782255236638
PLC Juarez,1,48748.7008495996
"Williams Armstrong Richmond, and",1,24658.669498468815
"Graham and Nunez Campbell,",1,30344.710904405758
Armstrong-James,1,33716.84536080784
Wheeler and Sons,1,18580.16573521743
"Bryant, and Nelson Williams",1,21241.449766903486
"Page and Cochran Ramirez,",1,16571.674840365093
Castillo-Barnes,1,27990.131983397998
"Herman, Rangel and Charles",1,28192.205407796762
"Rice, Hansen and Carson",1,29490.35272866898
Barnes-Lucas,1,12323.78142594695
"Adams, and Jackson Greer",1,37270.26093594889
Mann-Wheeler,1,27355.36749949134
and Wade Sons,1,20219.174827288887
Simon-Carroll,1,29293.0254002945
"Huff, Mendoza and Smith",2,65793.9513437824
Sanchez-Zamora,1,9522.722584461182
Cannon Sons and,1,35158.23901894597
"Romero and Pitts Meza,",1,25752.473628831558
Wells-Davidson,1,3788.108850705851
Huynh-Bryant,1,45119.41340031856
"Baxter Khan, and Jarvis",1,23723.849821070562
"Ruiz and Wright Adams,",1,19193.349064736376
and Sons Griffith,1,1812.273466385704
"Mann Nguyen, Brown and",2,54373.09275181885
Meyer-Harrison,1,17285.683740042165
Group Padilla,2,23872.546502893394
"Washington Perez, Ho and",1,1465.0621588927115
"Solomon Mccarthy Kelly, and",1,43105.00265124265
"and Thomas, Contreras King",1,32611.40191642501
"Wallace and Stevens, Greene",1,15218.445654774772
"and Jimenez Johnson, Moore",1,11629.626282643667
"and Smith Burton, Roberts",1,15530.76377464512
Saunders-Small,1,22703.26391728856
"Davis, Hess and Robinson",1,40595.268331107414
"and Smith, Choi Reid",2,79074.92962590155
Kramer-Walton,1,20861.64189891839
Ltd Wilson,6,131155.23180044774
Moses-Barajas,2,6553.254817703859
Mitchell-Sullivan,2,30643.718097052857
Phillips PLC,3,77050.32735039934
"Jones, and Atkinson Greer",1,7566.226287725997
Inc Skinner,1,46814.011195111656
Rosales-Johnson,1,38606.963796832526
"Carson and Nielsen, Buchanan",1,25709.584431718995
Taylor-Wilson,2,63126.12323678438
LLC Coleman,4,145017.9832705033
"Henderson Carpenter and Barrett,",2,7096.103296467482
Hudson-Flores,2,51126.45256523189
"and Gray Smith, Jennings",2,3980.538106661436
Group Smith,32,902975.7874592736
Maldonado-White,1,31484.41349196313
"Johnson Smith Carey, and",1,33215.977759537585
Hayes-Walton,1,37307.01460505812
and Sons Bruce,1,7249.7079236522695
"Eaton and Ryan, Allen",1,14274.970581303096
"and Yates Serrano, Henderson",1,9436.345600294013
PLC Harrison,5,172749.84746425095
Hill-Rogers,1,6395.246268325094
PLC Dorsey,2,62805.5429456782
Haas Ltd,2,31302.084098100157
and Evans Sons,4,106645.09372352855
Wang-Barker,2,71620.19267348478
Ltd Francis,2,56864.97290157674
Copeland-Martin,1,18994.18744967237
Cameron Inc,1,33506.66210873863
Aguilar-Hill,1,47819.38620596655
Duncan-Howell,1,17678.361937504418
"Carrillo Watkins and Carter,",1,1611.4899885113473
Burns-Hernandez,1,30515.52980080898
Sons and Singh,1,39398.31235711333
"Rogers and Meza Callahan,",1,28597.787018984072
"Ramirez and Vasquez Jones,",1,39796.10691216564
Davenport-Simpson,1,38025.74790759397
Jones-Velez,1,8714.604951480975
Love-Howell,1,26788.23176998445
"Martinez, Cunningham and Shepard",1,1092.2498478368407
Carey-Williams,1,15582.370417354541
Daniels-Higgins,1,38138.429061353934
Lamb-Bowen,1,6798.734613182812
"and Williams Parks, Meyer",1,48747.02994003079
Inc Horne,1,23017.576433495487
"and Mills Hall, Arnold",1,5225.061453343393
"and Short Davis, Romero",1,50118.13333837247
Burns-Hill,2,92788.24972467765
"Avila, Smith and Meyer",1,45717.443134609355
"and Taylor Walker, Stokes",1,6628.592828997017
"Parker Hughes and Larson,",1,2988.1829559276603
Thompson-Williams,1,30974.409494613872
Group Butler,4,126051.1400223119
"and Cole Montoya Miller,",2,36649.15713568089
"Norris, and Diaz Howard",1,37172.09942905722
Whitney-Simpson,1,14657.49807581418
Hall-Grant,1,12108.685442845715
Levy-Robertson,1,15801.916105240158
Vargas-Downs,1,14969.454646696295
PLC Webb,5,119598.28096865091
"Crosby and Williams, Salazar",1,23803.937105830923
Smith-Perry,1,2062.308418903126
Frye-Perez,1,77.53511307754843
"Warner Romero Boyd, and",1,13666.693398801091
Gray-Suarez,2,42742.780927571555
"and Underwood Evans Morgan,",1,13138.359651231878
Flores-Hall,1,27066.23749056409
"Horton Kennedy, Melendez and",1,1123.1182776633361
Ibarra PLC,2,71030.98282772503
and Donovan Sons,1,41922.71245576928
Lopez-Greene,2,96076.34073612044
Rowe Inc,1,47243.06132517926
Weber-Warren,2,43759.53269596577
and Sons Rogers,4,115321.55822498469
"Phillips Johnson Roberts, and",1,23271.666113161547
Weiss-Johnson,1,47099.628912759516
Sons Brown and,9,126024.78841529935
"Gilbert, Savage Mays and",1,4714.13353933589
"and Colon, Hamilton Hall",1,45975.05775356184
"and Myers Blanchard Walker,",1,30759.19464870955
Velasquez-Parker,2,18244.694129217256
"Meyers and Bowman Hill,",1,44271.87718673625
Rogers-Gonzales,1,21714.06045166436
Anderson-Smith,1,45515.10006429531
Group Blankenship,1,18808.106261183308
"Green Steele Sims, and",2,86851.51702248084
Phillips-Jones,1,40629.294860916576
Miller-Long,1,38951.96974577675
Gomez-Roman,1,40946.58865531346
Christensen LLC,2,53016.082530635555
"Hayes and Ruiz, Carroll",1,3949.798588545761
"Christensen and Parker Jones,",2,71622.30822868967
"Martinez Jackson Harding, and",1,44920.72485887102
Roach-Zamora,1,47804.52823384453
"Nicholson and Hendricks, Miles",1,30977.903965906047
and Short Sons,1,27416.70838769109
"Blake Banks and Saunders,",1,48811.58278064631
"Hart Bell Koch, and",1,38301.682351152485
Inc Morris,2,31032.747797030468
"Scott, Delgado Green and",1,45240.34076564392
Bell-Buchanan,2,5756.004887591109
Parsons-Cole,2,77919.9012094601
"Green Cooley, and Brown",1,8072.970196234013
Gray-Barr,1,9773.697993479145
"Garner Martin Hall, and",1,41592.265460038936
and Jackson Sons,4,152619.81989067167
LLC Cobb,1,34196.36821934346
Farmer-Phillips,1,22224.86499139306
Wyatt-Guzman,1,9976.740126020457
Wright-Ellis,1,30311.96676350029
"and Arnold Watkins Fleming,",1,10835.094457374955
"Gonzalez and Vincent, Powell",1,49731.233094401585
Powell-Anderson,2,48444.69885574898
Hobbs-Carter,1,49368.48036933421
Johnson-Douglas,1,34382.36010711436
"Reese and Charles, Knight",1,38407.9611320429
Smith-Mora,2,85913.7997401278
"and Winters Wagner, Escobar",1,46993.21621152124
Wilson-Burton,1,34125.79588482929
"Allen Thompson, and Mcdonald",1,49749.74278096646
Russell PLC,4,123312.4578077627
Buck-Sanders,1,38645.30100672061
Rivers LLC,1,2542.902709845057
King-Martin,1,34313.511169694706
Flores PLC,2,29833.174778953206
Livingston-Rasmussen,1,3154.54568538834
Ltd Brock,1,38921.30398791614
"Lee and Flores, Carter",1,14303.158074788576
Patterson-Bautista,1,5150.796703212749
Rice-Mitchell,2,32389.471852660703
"Chan Crawford, and Stephens",1,46834.12583582943
Brown-Maynard,1,45516.870131567826
"Case Flores Cannon, and",1,45434.73644658181
Robbins-Shannon,1,16208.945630428489
Group Avila,2,21422.209880366376
Boyer-Smith,1,20608.824502300224
Sharp-Mullins,1,34184.64741886491
"Shannon, Cook White and",1,26877.556153725196
"Reilly and Anderson Martinez,",1,38990.44679960962
Gibson-Weber,1,2539.8177156737074
Nunez-Dunn,1,3944.4857639876914
Price-Cox,1,34603.37873119623
"Reed, Sanders and Alvarez",1,1428.4641308231062
"and Swanson Norris Thomas,",1,39205.60994202008
"Mccann and Barnett, Brown",1,4122.783816679798
Sons and Montgomery,1,49958.53825108729
Sons and Hunter,1,25728.321807371594
Powers-Marshall,1,47663.0477742753
"Edwards and Smith, Pruitt",1,6554.549940379228
"Trevino Rivas, and Foley",1,34379.364709939415
"Parsons and Padilla, Mahoney",1,4427.9520117122875
Kelley-Washington,1,33474.234328703445
Kent-Morrison,1,10100.659205905535
"Buck, and Young Johnson",1,26533.784719764888
Holmes-Mitchell,1,43824.32842372044
"Hamilton York and Foster,",1,26062.04092318148
"Hines Elliott, Petty and",1,17851.892768644073
Ramos-Watkins,2,52611.238758818734
"Wilson, Thomas Smith and",1,35661.57234518804
Burton-Moore,1,22240.961530745553
"and Conrad Boyd, Burnett",1,45157.47112483898
Powell-Werner,2,34025.01480445442
Farrell-Lyons,1,22720.333703383392
"and Alexander Crawford Graham,",1,27507.042983304127
PLC Vargas,4,63560.83973609684
"Paul Watts and Perkins,",1,33118.52901962596
Ltd Brown,21,592984.1209087201
Schroeder-Walker,1,23094.17705497517
"and Johnson Morales, Smith",1,45321.37345797754
Nguyen-Hart,1,30206.874120107226
Gomez and Sons,1,40136.96818039699
Barnes-Norris,1,40408.8818098275
PLC Ritter,2,67025.69417387283
"Smith, and Lowe Gross",1,20257.981249099375
"Evans and Ryan Phillips,",1,32617.349504752066
Rogers Inc,4,78119.53049066509
Ltd Simpson,3,72283.73295444135
"and Massey May Lopez,",2,51414.371454695465
Smith-Sanders,1,30369.45335977684
Case Ltd,3,43517.02966388968
"Silva Grant Wagner, and",1,32765.496424484365
Smith-Hill,1,21158.745009124526
Smith-Richardson,3,13994.69940050333
"Anderson Ruiz, and Alvarez",1,21556.398909377745
Group Lowe,3,40223.62837958794
Anderson-Fowler,1,4821.251141979334
Elliott-Howell,1,9374.034552779196
"Sanders, Peterson Thomas and",1,21904.070250039877
Turner-Henson,1,27920.321877557966
"Perez and Cook, Hines",1,12264.637810472737
Ortega-Rice,1,3847.974319072192
"Johnson, and Gallagher English",2,85713.2646764205
Bennett-Murillo,1,49699.61368016204
Sexton Group,1,32826.41798546768
"Lee Meyers and Wilson,",1,17771.32230112878
Chavez-Wilson,1,43578.33920001726
"Richard, and Bradshaw Campbell",1,15267.924991461536
Rivas-Sanchez,2,37467.91673815293
Duncan-Anderson,1,24199.64137048959
Wiley LLC,7,146506.96154626558
Jenkins-Garner,1,35877.363210335425
Russo-Davis,1,19730.70122240804
Duarte-Baker,1,49827.51976796276
King-Hernandez,1,9040.934627194743
"Obrien Hammond, Martin and",1,10645.013307404193
"Barrera and Valencia, Rangel",1,11519.226978857156
PLC Boyd,1,5310.1607802782955
Perez-Hernandez,2,74402.85443578096
Murphy and Sons,1,12078.913584970225
Alvarez-Smith,5,125521.10290157882
Inc Carson,2,73353.52066442577
Sons and Dixon,1,1633.4056728303217
"Hernandez and Randolph, Butler",2,34511.579805995425
"Carter, Davis Miller and",1,21162.80942534863
Armstrong Group,4,74512.2310352661
Downs-Washington,1,3436.150791123349
PLC Waters,4,126010.96839763434
Rhodes-King,1,35155.91849668284
Inc Boyer,1,18013.046177277334
"Barber Benson, and Perry",2,51823.49727668168
Group Vasquez,2,57878.14525027532
Wallace-Odonnell,1,7287.638001621912
Perry-Dunlap,1,6944.608928304029
"David, Cunningham and Shaffer",1,15076.564342249174
"and West Sullivan Wallace,",1,46179.751119611305
"Morris Ray Aguirre, and",1,11035.638522181976
Hale-Anderson,2,79984.783941914
Dunn Inc,2,85174.00054808342
"Reynolds and Mckenzie, Carpenter",1,21423.604365623494
Bailey-Rivera,2,78581.14085593335
"and Adams Figueroa, Edwards",1,10233.222782772773
Murphy-Brewer,1,5867.838768921389
Scott-Hernandez,1,13630.349712337144
Ortiz-Ryan,1,49028.83019480012
"Baldwin and Santos Potter,",1,39215.79703746986
Shepherd-Franklin,1,16244.133115136328
Ltd Mendez,1,42242.437943484816
"King and French Ramirez,",1,-32.34872934198097
"Church, Smith and Rose",1,43904.71052208108
"and Molina Cameron Evans,",1,5735.190311563885
"Smith Miller Cochran, and",1,12748.127170103604
Byrd-Fernandez,2,64470.9663286808
"Aguilar Adams, and Morrison",1,49348.81063989308
Bailey-Wallace,1,3708.2293416245066
"and Reynolds, Barnes Martinez",1,10060.02109644967
"Conway and Benitez Jackson,",1,49147.33458833059
Martin-Hall,2,61552.33255142032
"Randolph, and Stein Huber",1,37355.42294611566
Lee and Sons,1,11261.954120339986
Lyons-Riley,1,20912.79017224991
"and Wilson Glover Smith,",1,11947.553187208972
"and Reeves, Rosales Hernandez",1,20975.108384279018
Hunter Ltd,3,94770.09569381052
"Henry, Hammond and Hunter",1,42589.07665523185
Jackson-Johnson,3,68257.77043071482
"Bell Allen and Smith,",1,49055.465633050124
"Hudson Downs and Sutton,",2,65614.8994039104
"Trevino, Randall Mason and",1,5125.964480453239
Montgomery-Spears,1,38135.99417010266
LLC Lynch,1,6801.353984950957
Chang-Vega,1,19976.99814760886
"and Brown Horn Chambers,",1,7738.036628555073
Carrillo-Christensen,2,52332.314774098486
"and Allen, Gonzales Johnston",1,38629.21752077459
"and Rivera Mccoy Foley,",1,34642.79205647986
"and Jackson, Mitchell Marks",2,64898.01428888506
"Hernandez Foster, and Martin",2,58386.772077756024
Nichols-Edwards,1,16046.401140710415
"and Lopez Moreno Mcpherson,",1,5746.053835001934
Palmer-Ross,1,39751.835537931765
"Ramirez and Castro, Fitzpatrick",2,101244.45178622824
Perez-Howard,1,11565.191868083919
Chung and Sons,1,18487.315486244155
"Nelson, Wall and Coffey",1,20013.07936934442
"and Gardner, Brown Reyes",1,19105.686904621947
"Palmer and Stanley Robertson,",1,26316.62568863452
Anderson-Schmitt,1,10988.627094476242
Ferguson-Singleton,1,15561.38812768565
"and West Johnson, Morrison",1,38705.743998296326
Green-Turner,1,30221.537012849527
"Dixon Garcia Duke, and",1,34755.21692016943
Wolfe-Fritz,1,7051.814666512254
Miles LLC,2,95973.67849164411
"Vargas Campbell, and Hernandez",1,19803.964618782687
Davis-Knight,1,20750.971914154736
Ward-Oliver,1,8577.136560339
Church-Johnson,1,13556.256053813848
"Adams Weaver, and Acosta",2,60591.486280050194
Joyce-Barnett,1,31145.292410061036
"Pierce Wilson Trujillo, and",1,37270.596622604084
Taylor-Copeland,1,48777.432140020836
Carter-Mayer,1,38089.3661767217
Price-Nolan,1,2294.769774098453
Jacobs-Johnson,1,20838.826756451454
Burke Inc,2,47222.24764244296
"Gonzalez Ramirez, Johnson and",1,21871.570005202702
Murphy-Lynch,1,47234.88930449286
King-Higgins,1,47685.49728031368
"Wright, Gill and Warner",1,2473.577313419065
"and Peterson Jimenez, Ortiz",1,34734.2319609503
"Sims, Holloway Mosley and",1,21182.438097129496
Best-Acevedo,1,33512.63144718412
"and Donaldson Reed Quinn,",1,1412.039079751375
"and Miller, Chavez Meyers",1,34772.4599839341
"and Jackson Brown, Reese",1,33644.25698764443
Mercado-Contreras,1,18472.802533331564
"Miller Conway and Cooper,",1,10957.736745284205
Williams-Ballard,2,61296.33062336016
Jackson-Curry,1,15709.718696602147
"Glenn Kelly and Rodriguez,",1,35823.57906060845
"Mccoy, Ruiz and Contreras",1,4356.430677746514
"and Dean Brown, Phillips",1,31135.121595648106
Brown-Farrell,1,22730.582703233762
Schroeder-Simmons,1,43112.39026297731
Wright-Carr,1,39248.73138436315
Wilson Group,18,432120.12188816443
Scott-Kelly,1,39723.16605142787
Gomez-Olson,1,27414.018804721723
"Mcgee Patton Aguirre, and",1,43393.92291514785
Rivera-Peck,1,37194.263984150224
Davis-Martin,2,77299.10897760247
"Smith and Mann Spencer,",1,33812.09798522226
Miller-Wilson,1,15170.336972005152
Long-Golden,1,28035.937828739847
Morris-Taylor,1,9629.32373734053
"Rodriguez and Taylor Sanchez,",1,32679.282472369647
"Young and Conway, Ross",1,20225.621969738317
and West Sons,1,33875.657873095995
"Potts Harris and Ortiz,",2,64323.32524819739
"Miller Blake Davis, and",1,1687.3647667780806
Morgan-Obrien,1,44653.28998183689
Hawkins-Smith,2,59487.95396539445
"Palmer Barnes and Turner,",1,32235.035307031365
"Barnes Rodriguez, and Stephens",1,36329.06792069845
Waters Group,2,48099.429216734905
Dillon Ltd,1,21300.463036311583
"Parks Young, Simmons and",1,2049.0498666441044
"Henderson Ramirez, and Smith",2,75163.96244530981
Stark-Rodgers,1,3713.926269836264
Lopez-Allison,1,11465.398785344001
Morris-Parrish,1,25674.7353647938
Woods-Pope,1,48795.411052204305
Horn-Macdonald,1,47662.633157315526
"Walters and Orr Butler,",1,10259.20022173271
and Sons Morton,1,35571.41624817852
"Gomez, and Grant Harris",1,30535.477144108198
Porter-Mueller,1,2586.6243383778387
Wright-Johnson,3,67174.95103604448
Wagner-Gomez,1,4321.761925600697
Mitchell-Sharp,1,17640.556707539632
Flores-Harvey,1,6114.95351787573
"Brown Taylor, and Cortez",1,41054.583625644016
"Smith Oneal Willis, and",1,29273.21352360454
Silva-Davis,1,41725.502442360375
Inc Brooks,2,20398.58944021372
Macdonald Inc,2,72947.03410730133
"and Williamson Barnes Johnson,",1,42505.203990775786
"Stein Allen, and Rodriguez",1,18137.55176222005
Dickson LLC,1,32288.82054168438
Moore-Johnson,3,96129.16750556424
Kennedy-Cochran,1,5096.93424373011
"and White Brown Ball,",1,35312.62637881412
"Rodriguez Meadows, Kelley and",1,39462.69457127228
Cobb Group,1,11012.672426144309
"Hall, Velez Coffey and",1,12283.943903574147
Group Guzman,2,45114.925920249894
Austin-Ward,1,30934.376099471683
"Cole and Black Lopez,",2,95042.2453411918
"Mcgee and Smith, Cabrera",2,88144.49507524962
"Sandoval Mann and Anderson,",1,17176.259508572934
"Barnett, Lopez Johnson and",1,23919.454651968397
Nelson-Payne,1,35094.90881629115
Inc Woods,4,94946.58748861456
"Ayala Clark, Buchanan and",1,45432.094200550855
Johns-Gomez,1,19288.996234575487
PLC Wallace,5,95067.95049715923
"Marks, Cowan and Everett",1,9260.268312813376
Bates PLC,1,36802.8595521706
Mendez-Davis,1,36733.78754988558
Santos-Bowman,1,30893.531429977338
Pace Ltd,1,46922.357217232995
"and Reynolds, Pope King",1,153.50422842909393
"Alvarez Maldonado, and Oconnor",1,44408.94934284485
Watts-Pierce,1,21210.989371209107
Young-Potter,1,11775.386655548322
Lopez-May,1,16608.881420486123
Crosby-Cox,1,34288.962205982585
"and Barker, Hill Sellers",1,43916.591846198775
"Pittman, and Watkins Smith",1,6983.515342806136
"Flores, Miller and Rodriguez",1,37659.01794212059
Conley-Ward,1,46568.37985140111
Richards-Lopez,1,8826.63116245579
"Williams Johnson and Lee,",1,19245.61579740769
LLC Lane,2,17181.878953575397
Robinson-Marshall,1,28217.73605143661
Ltd Mosley,1,37144.35422138369
and Sons Dyer,1,37437.7108529934
Browning-Williams,1,37489.852916081065
"Sharp Lopez Brown, and",1,35848.65576301347
Salinas-Hart,1,16585.5193739514
"and Johnson Hernandez Morgan,",1,7929.4069019196995
Sharp-Neal,1,42765.26002532988
"Bernard, Griffith and Garcia",2,94385.21758549912
Group Weeks,1,24393.129297912554
"and Gilbert Walker Russell,",2,3550.119346020324
Ryan-Weaver,1,43511.22072288044
"Stokes and Hall, Kirk",1,48437.96058321163
"and Bush, Castillo Williamson",1,13839.814947048086
"Gould Smith Phillips, and",1,22236.61690696753
"and Contreras Miller Webster,",1,10107.299106180106
Lynn-Conrad,1,41131.77532453625
Sons Bradley and,1,2477.763402106987
Group West,1,30525.324717451105
Carpenter-Harmon,2,96977.82365196513
"Brown, and Browning Douglas",1,9331.330988925389
Schneider-West,1,21185.668644747024
Palmer-Bradley,1,47375.105651386824
"Campbell Jimenez, and Thomas",1,13803.183853589373
"and Marshall, Carter Gilbert",1,16980.375465896537
"Perez and Anderson Wang,",1,33079.34488817082
Mooney and Sons,1,19977.7863114164
Thompson-Zuniga,1,31420.766201808532
Mcdonald-Barnes,1,40227.20719415682
"and Cunningham Norris, Adams",1,30347.871159194146
Key Inc,2,44645.57925372652
Parker-Williams,1,7112.159826929902
Drake-Garcia,1,35150.279606068514
PLC Lowe,2,51858.80964040494
"and Young, Dorsey Hill",1,34751.222229252235
Larson Inc,2,52759.96680292288
"Sanchez Vang, Navarro and",1,4755.562475250728
Vasquez-Guzman,1,1451.2046317336328
"Thomas Harvey and Brown,",2,38029.94678336785
"Wood and Stewart, Duncan",1,49468.77648479491
Powell-Campbell,2,98112.65042516442
"Fuller, Campbell Yang and",1,15087.407129090978
Cervantes-Stone,1,46333.080809664156
PLC Casey,1,48935.00383829371
"Neal, Riggs and Oneill",1,25206.807599583015
Walker-Rojas,2,19295.295037445223
"Clark Powell and Sullivan,",1,5377.4511104696485
Sons Krause and,1,20969.897789715098
"and Perez, Snyder Smith",1,44321.93684857236
Jones-Rivera,1,33866.88231920826
"Carr, and Carey Gonzales",1,26933.377002743615
Floyd-Evans,1,40148.13873407354
and Sons Shepherd,2,71202.00114287976
Smith-Kelly,2,75682.05536052553
"Miller Hudson, Taylor and",1,36277.218586241936
Inc Giles,1,48762.2227048662
Lambert-Walker,1,32321.093490158793
