Hospital,Patient Count,Total Billing
Rubio-Brown,1,19931.494817302013
LLC Rocha,1,35759.80911454127
"Reed Smith, and Velasquez",1,37954.08045083466
Robinson-Hart,1,19865.088601233736
Randall-Jackson,1,10698.28347673405
Fischer-Barrett,1,46002.38282737788
"Ray Castro and York,",1,3451.7834801640174
Nixon-Clayton,1,31027.184229517905
Estrada-Cain,1,41085.236077862755
"Mcdonald Armstrong Nelson, and",1,49123.42233437599
"Johnson, Smith King and",1,34559.021061621075
Sons and Murphy,2,52303.0618742659
Phelps-Wright,1,4198.687984974873
Thompson-Benton,1,8009.6699697224585
Taylor-Williams,1,45402.78654390178
"Hubbard, Garza Jordan and",1,25548.318105042392
Klein-Frederick,1,43568.19247497814
Morales-Brown,2,40632.04124813025
"Snyder and Evans, Meyer",1,25538.929760106024
"Weaver and Perez Huerta,",1,25414.290380354767
Walters-Gutierrez,1,13362.269766772364
"Stanley Perkins, and Stanley",1,25512.661936016786
Lawson LLC,2,53394.67853347422
"Martinez Simmons Zhang, and",1,7994.91122599047
"Sanders Schultz, and Acosta",1,38221.670167331795
Hall-James,1,19761.377353765787
Vaughn-Nguyen,1,13880.008363999867
and Sons Hudson,1,18237.716463195226
Li PLC,1,47857.501455178615
Wallace Group,1,30867.2996133973
"Wallace, and Page Miller",1,35019.80586392647
Mckee-Miller,1,13752.124664134055
Mclaughlin-Harrison,1,12566.563442092653
and Sons Barnes,1,36655.17843069571
"Mahoney Campbell and Jenkins,",1,12988.940701315441
Inc Gregory,1,3744.2540450743686
Higgins-Sosa,1,43505.90925443596
Cowan-Flores,1,42482.91330923458
Lopez-Barton,1,15138.778451922068
Hicks-Anderson,2,70226.48834305094
"Salas, Stephens Woods and",1,41056.83920227918
"Peters Wong and Lee,",1,39240.21115426743
"and Rivera Hudson Myers,",1,13210.554780365941
"Hardin Wood Holmes, and",1,47893.242152498526
Ballard-Valdez,1,13280.770455513648
"King, Lee Brown and",1,10701.846211749998
"Burgess, and Dominguez Ramirez",1,44734.073511955015
Chavez-Graves,1,7366.836433301303
Hodges LLC,1,22004.56258440484
Forbes-Russo,1,42993.07239892124
"Young Meyer Griffith, and",1,6164.758129700987
"Compton and Rosales Scott,",1,39647.79458937606
Bailey-Vance,1,44015.43251643491
"Lewis, Maxwell Hubbard and",1,24071.493257073667
Guzman Group,1,24931.423453767788
Flynn-Goodman,1,5337.942099245002
Anthony-Mcconnell,1,14331.899482908962
"Gregory, and Dunn Grant",1,46165.19535390219
"Warren, Morse and Wilson",1,31821.494838446335
"York Brown and Mendoza,",1,29293.126093299114
Cooper-Young,1,45993.54162922234
Bowen Inc,1,4091.071578500158
"Leblanc and Gill Wells,",1,17245.42095836198
Inc Mcmillan,1,6204.069955336431
"Goodman and Barker Allen,",1,39475.179771986695
"Ball and Jimenez Hines,",1,39849.65845140081
and Hunter Sons,1,23916.71064705325
"Ramirez and Wilson, Mays",1,40145.29065314103
Lopez-Morgan,1,13957.070212016344
Copeland Sons and,1,24292.307910334257
Shea-Rodriguez,1,25970.63266162074
"Frazier and Tran Munoz,",1,25636.345204669567
Anderson-Ball,1,-130.86753440565735
"and Tapia Anderson Mcdonald,",1,4269.32927132209
Sons and Nelson,2,44806.266975401304
"Taylor Holden and Benitez,",1,43627.00336638248
"Scott and Robles Edwards,",1,5438.9087446025405
Ltd Oconnor,1,48610.010284065575
"Meyer Hunter, Sanchez and",1,19572.415854652827
"Collins Martin Pearson, and",1,4753.393564380851
"Anderson Cochran Smith, and",1,22350.644885317804
Lucas-Henry,1,25169.191942636782
Walsh-Jackson,1,18753.97184976997
"Bartlett Hays Shelton, and",1,31690.887604272117
"Smith and Rodriguez Anderson,",1,47436.48367780291
"and Bonilla Ellis Alvarado,",1,24756.150640954478
Schroeder-Molina,1,36858.55007215585
Ltd Sullivan,1,19626.615060700475
"Hodges Smith, Green and",1,47261.54468056054
"Anderson and Ray Nunez,",1,27246.786313465243
Kemp LLC,1,10283.716858129152
"Kemp and Taylor, Jones",1,11469.390589717057
"Walker Cisneros and Adams,",1,17307.366222435077
"Morse, Hudson Williams and",1,22952.729823687056
Villanueva-Garcia,1,22645.786100995923
"Hendrix, Roberts and Pitts",1,3763.7724274942652
"Heath Moore Jones, and",1,16790.70482559827
"Edwards, Daniels Garcia and",1,25261.178872712244
Smith-Miller,2,49237.33178569159
Ltd Owens,1,41796.26875528395
"Parker, Kirk and Martin",1,4653.832107381182
Lin-Herrera,1,42476.52662953036
Jackson-Smith,1,37931.655611449765
"Morgan Thomas, Baker and",1,31631.459730107596
Roth-Perry,1,30034.66995217977
"and Contreras Lewis, Flores",1,27898.605005564703
Fernandez Inc,1,38508.710509953955
Allison-Cameron,1,38578.53614823904
Sons and Bryan,1,43980.33585918075
Smith-King,1,44031.40360565475
"Hunter and Kelly, Silva",1,44534.345276979635
Anderson-Ramos,1,1152.3943527600125
Fernandez-Schmidt,1,5032.069457483643
Ball Group,3,82712.33323218676
LLC Wilkerson,1,9219.21697166455
"Griffith, and Shepherd Donaldson",1,27060.20271179182
"Trevino Williams, Hodge and",1,44334.246973416084
"Brown, David and Cervantes",1,47720.56233693948
"Lopez, and Conner Evans",1,44401.73591929631
"Porter, Schneider and Mckinney",1,14326.728783716902
Wilcox-Romero,1,34380.43428432455
Mcclain-Larson,1,35628.231128932726
Vega-Gross,1,36525.25928988006
"Barber and Olsen Baker,",1,9752.778310120533
Willis-Hudson,1,49688.435527792
"Aguilar Guzman, and Pratt",1,31250.554347570924
Stout-Mack,1,38512.76310634632
"and Jones Meadows Jimenez,",1,11032.082261001764
"Kelly Mercer and Lee,",1,40006.4120092831
"Pacheco Jenkins and Gonzalez,",1,10260.64702157772
Sons Smith and,5,91499.9323666675
Brewer-Roberts,1,34397.77891670057
Inc Hopkins,2,45479.7570521622
Marshall-Mann,1,39292.351911502104
PLC Wang,1,6416.468263976234
and Dyer Sons,1,324.50339571529526
"Watson, and Martinez Thomas",1,16170.871751624365
"Zamora Kane Hanson, and",1,41229.035471711075
"Nolan Mcdaniel and Robertson,",1,50208.22579278588
Lowe-Smith,1,4833.767788169187
Warner-Suarez,1,18794.04708344042
Inc Mahoney,1,48544.77234931788
"and Erickson Meyers, Harrison",1,32780.743105982765
Harris-Freeman,1,32838.57369724702
Norris-Parker,1,37934.473815416844
Jackson-Little,1,45569.198016309776
"Griffin Walker, Barrera and",1,33303.57524657759
"Garrett Doyle and Gordon,",1,29526.06581076924
Roth-Baxter,1,38794.07501994635
"Love Bean, Bates and",1,44714.329553955846
Flores-Jones,1,24667.070993362417
Gallagher Inc,2,51056.51643200557
"Sullivan, and Wilson Reynolds",1,47905.73072519038
Franklin-Dean,1,31040.313940857148
"and Schultz Leon, Graves",1,33061.5059902162
Lane PLC,1,44096.183221084975
"Johnson Foster, and Lopez",1,11248.563444006555
Stuart-Mathis,1,21784.63052815382
Taylor-Ramsey,1,29088.85823371423
"Wolfe, Mathis Smith and",1,27255.896669415713
Mora PLC,1,38076.603189252775
"and Robinson Roberts Perkins,",1,27126.240694080603
Duncan-Johnson,1,26458.905951379533
Kelly-Howard,1,26890.43373815488
"Powell and Wilson Hopkins,",1,49817.066549419804
Howard-Woodard,1,35327.82430518057
Brooks-Callahan,1,29461.481665808165
"Smith Klein Hall, and",1,43382.17204903427
"and Martinez, Brown Trevino",1,2352.1180012535606
"Allen and Blackwell Morgan,",1,11689.465868441142
Smith-Bryant,1,16982.53688658151
Group Rasmussen,1,20744.691435228367
"White, and Sullivan Roberson",1,44183.69763604216
"Ashley Miller, and Hamilton",1,34216.62645141497
Rodriguez-Snyder,1,28872.069455704026
Aguilar-Ellison,1,28219.337017290356
"Chavez and Lee, Greer",1,39992.439543201595
"and Washington Scott Butler,",1,16755.23629439938
"and Schwartz, Rogers Parker",1,40504.47857592217
Inc Reyes,1,6007.293991641967
Lee-Young,1,41128.60239056077
Inc Ray,1,23216.19421226629
"Patel Robertson Harmon, and",1,38041.39198438273
Daniel-Adams,1,34530.54831824631
"Perez Williams and Dalton,",1,34636.39669376159
Green-Garcia,1,28734.893584507023
"Roth, Ochoa and Long",1,2845.549584624203
Mendoza and Sons,1,42956.8465507253
"Beltran Vargas, and Barnett",1,35376.57661678365
Johnson-Gates,1,34408.945713763125
"Bailey and Ortiz, Garcia",1,5221.150294786699
"Flynn and Patterson, Schroeder",1,18732.916647570182
"Anderson Peterson and Jones,",1,46849.978576021174
"Rosales and Perez, Swanson",1,40440.576238954556
"Stevens Howe Powell, and",1,23971.674828277683
Reyes-Harvey,1,39502.42459466367
"Johnson Perry, Ferguson and",1,38086.6523255458
Caldwell Inc,1,22658.102118475
"Webb and Mcknight Hurst,",1,12708.666737014455
"Bell, and Shaw Mason",1,29703.870474486594
LLC Perry,1,12980.224720675556
"Conway and Parker, Porter",1,38736.96839343099
Wood-Sandoval,1,25683.279862215626
"and Woods Liu, Berry",1,4920.190418431115
Jones-Fleming,1,20714.706734070198
Williams PLC,15,387141.0443139696
"and Hernandez Waters, Cruz",1,43050.831382215394
Sons Cherry and,1,22758.637601322393
Group Holder,1,46467.77080589197
Ltd Guerra,1,26378.979266611546
Bruce-Thomas,1,27480.23808521855
Jones-Buchanan,1,41438.753496191384
LLC Bates,1,9638.904059627892
"Kane Stevens, and Harris",1,40396.59239029865
"Brown and Gillespie, Long",1,41500.41875487707
Johnson-Thomas,1,36349.14640423814
Simmons-Lloyd,1,42687.58420951672
Mckee Ltd,1,5525.074005695542
"Griffin, Ali and Mckinney",1,24491.192113823432
"Campbell, Thomas Irwin and",1,17107.738437556054
Castro-Moore,1,46996.4044539761
Anderson-Warner,1,2625.1922694283035
Smith-Davis,4,102362.50392928827
Harris-Lewis,1,22105.212357935536
"Farmer Khan, Bennett and",1,23333.341618977294
"and King Hicks, Mullins",1,24491.456319536053
"Frye and Clarke Bush,",1,8307.602773461485
PLC Curtis,2,39024.97916081011
Cunningham Inc,2,23543.655018229918
Farley-Flores,1,11042.829154366382
Griffin PLC,7,161630.531109181
Ltd Young,4,135139.89299626526
Patterson-Murphy,1,21383.87179136698
"Clark Mcfarland, Barker and",1,34922.792921957756
"Reeves, Fernandez Wallace and",1,35353.5245708472
Smith-Wagner,1,14393.99930612322
"Jordan, Sims Pena and",1,17724.054096840257
Walker-Rocha,1,37174.45716255665
Thompson-Parker,1,1314.7537239178985
Forbes LLC,1,20572.10602565428
Sons Shelton and,1,34932.85447183657
"Ramirez Smith, and Wilson",1,11071.342635461571
Stone-Moore,1,47374.3548048452
Tran-Gonzalez,1,38510.78710351842
"Morgan Sandoval Fleming, and",1,49408.758738330886
Rodriguez-Warner,1,27873.618533434914
"Washington and Frey, Silva",1,13625.367892428158
Smith-Holmes,1,34008.43556563516
Ward LLC,2,58022.8026853348
"and Briggs, Rogers Murillo",1,14462.165239963138
Inc Logan,1,31146.942441816875
Rojas-Kelly,1,37373.424272303644
"Larson, and Kramer Bray",1,46146.99057568894
Klein-Davis,1,21650.90384333484
LLC Randall,1,37058.743496751726
"Carson, Williams Hicks and",1,14654.572717720197
"Davis Obrien and Rose,",1,6052.635630617936
LLC Castro,2,86189.22752674535
"Williams, Holmes Wall and",1,37680.677397355365
"Zimmerman and Vasquez Smith,",1,28801.173367271644
White-Wilson,1,41471.12550062784
"Johnson and Holt Young,",1,50410.05234242181
Jones-Morales,1,31517.931431671717
"and Oliver Warren, Trujillo",1,24617.781135242636
Edwards-Castillo,1,32474.076119847854
"Hernandez Ford, and Pena",1,17488.283136042868
Barr-Warren,1,27966.56040026853
Hobbs-Sullivan,1,42709.14810411194
Inc Bishop,1,26726.413299964068
Inc Bradford,1,4198.638213165754
and Hawkins Sons,2,76674.88953696097
"Palmer and Price, Lewis",1,16565.37147843247
Sons and Lloyd,1,41148.678102680235
Bennett-Conley,1,21256.025516514328
"and Deleon, Williams Turner",1,32837.90375686328
"Hernandez Kelly Oneal, and",1,16468.220557094275
"and Torres Coleman, Hancock",1,1921.2676726645166
"Kelly and Jones Booth,",1,43747.89487586891
"and Harmon Bruce Hernandez,",1,23842.12904866401
Schmidt-Singh,1,30364.833226673683
"Chapman Bradshaw, and Thomas",1,7118.605752257117
Lynch-Schultz,1,37012.13728859902
Weaver-Pierce,1,10732.84655430406
Howard-Mann,1,26624.73642050991
Price Ltd,2,41001.08109010705
Phillips-Maldonado,1,4596.3835706581385
Le-Watson,1,36451.230177928745
Mcclure-Meyer,1,19996.629830312995
Fischer Group,1,16887.354095085666
Lewis-Ortiz,1,39605.808657501075
and Sons Allen,1,7655.936532771286
Perez-Rios,1,21530.247968374137
Ayala-Meyer,1,23787.61233798793
Lopez-Combs,1,22280.5689438567
"Mcpherson and Ingram Hamilton,",1,42914.3869605777
"Brown and Hood Taylor,",1,23693.97754446452
Rogers-Gutierrez,1,17312.74405458811
Singh-Allen,1,13694.40928344561
Clark-Wood,1,36556.46661262178
Johnson-Foley,1,13081.007788342842
"Crane and Murphy Chapman,",1,45268.69137367656
Moore-Choi,1,43485.74155171524
"Simon, Case and Austin",1,28508.398518436876
"Tyler and Williams, Mcknight",1,44443.74109231066
Parker-Decker,1,41800.66926141749
Alvarez PLC,1,13093.887001256731
"Sullivan and Brown Jennings,",1,1493.537059043433
Atkins-Clements,1,4511.307275221357
Banks LLC,1,20283.513702581484
Hebert Ltd,1,26361.402918581254
"Myers James, Nguyen and",1,28196.411603668577
PLC Miles,1,6744.629728503832
Moreno-Morgan,1,51022.227442642405
Fuller and Sons,1,34219.07370963238
"Dorsey Patton Powers, and",1,23518.987065816964
Smith-Herrera,1,41766.051343047766
Group Navarro,2,37311.86480732744
Wilson-Hensley,1,15580.589732501014
Mcdonald-Bradley,1,4162.102635455634
Green-Valenzuela,1,29173.833037329154
Nunez-Humphrey,1,48145.11095104189
Gonzalez-Pacheco,1,21668.56450834912
Villa-Simpson,1,2826.8129812995794
Gutierrez-Webster,1,22601.56744684815
Ruiz PLC,2,35403.42500155408
Snyder-Parrish,1,28329.824069378898
Watts-Schneider,1,39570.06896153529
Ltd Bell,3,46887.572154613925
Sons and Morton,1,6216.406228485148
Burns LLC,4,102642.42618851113
Group Powell,2,60996.94331391689
"and Escobar Hamilton, Strickland",1,47811.35886591265
Huber-Martin,1,40234.982133447855
LLC Jimenez,2,18848.10141837396
"Mann Allen and Bush,",1,26691.16860697681
"Myers Williams and Mcdaniel,",1,21523.062111001822
Cruz PLC,4,118379.50555333203
Thomas-Logan,1,8893.809077716296
Inc Hernandez,8,193224.90555119255
LLC Edwards,3,90691.28263155119
Larson-Hernandez,1,12918.478490172836
Payne Inc,3,65905.91023714858
"Cordova Williams Nguyen, and",1,47383.50620974382
"Lane Kennedy, and Mccoy",1,36119.9285219578
Gonzalez-Price,1,40262.01199179516
"and Ayala Miller, Wilson",1,40240.30814814933
Thompson-Ryan,1,42178.843634376375
Riley-Hunter,1,26807.91990153186
Decker Group,1,42600.39923739819
"Russo and Meyers Johnson,",1,49298.055745334175
Moore-Barnes,1,48460.907399043725
"and Parsons Williams, Russell",1,19385.384785406935
"and Price Barnes, Smith",1,8904.500085474481
Stone-Hayes,1,21607.328582310765
Hoffman LLC,1,30803.747161741372
Murphy-Mack,1,17513.287406500698
Garcia-Leach,1,36333.75179645334
Deleon-Moore,1,48885.00923739533
Wolfe-Serrano,1,40615.3799569035
"Yu and Mckenzie Lucas,",1,50526.712854624784
Davidson Inc,1,25163.63786201378
Miller-Brady,1,37019.46593453861
Hill-Wilson,1,43335.53740766005
"Sparks Harris Wong, and",1,41810.7893176087
"and Rivas, Guerrero Wright",1,34128.25214073924
Baxter-Hughes,1,2393.798029741663
Hill-Brown,2,65769.07908194809
Vaughn-Santos,1,15318.212479501384
Soto Group,2,53995.76440964156
"Foley Gregory, and Ramos",1,49654.98925311061
"Walters, Guzman Owen and",1,13362.778816472817
"Kent Joyce Villarreal, and",1,45604.96101051426
"Lee and Cobb Huerta,",1,43571.619337720185
Davis-Levy,1,31065.187285337273
"Steele, Randolph and Lutz",1,40982.51475380254
Inc Burns,2,38245.135040887275
and Sons Wilkinson,1,21292.05703641315
"and Wilson Thompson, Daniel",1,43700.832016441025
Walsh-Peters,1,9755.80419311026
Dawson-Joseph,1,30580.50732082021
"Frye Gray, Rogers and",1,45495.75150582338
PLC Wall,1,26212.35515626849
Savage LLC,1,33889.44610648673
Green-Arnold,1,12474.369964645288
Gomez-Snyder,1,32378.03743026362
"Dixon Johnson, Mcdowell and",1,7847.174481210875
"Perez, Knight Allen and",1,38434.86772169185
"Adkins, Garcia Pratt and",1,13204.247515823277
Weaver-Crawford,1,45158.085258521045
Sutton LLC,2,45217.64659974637
Group Gray,2,34385.68873595984
"and Hernandez Walker Hull,",1,901.1277551634846
Small-Martinez,1,11004.89898656383
"Lopez, and Wells Farrell",1,34344.5732658007
Perkins-Wright,1,834.323123158974
Martin-Johnson,1,41769.87594412511
LLC Klein,1,34073.98660776324
Cox-Reyes,1,46793.508307450546
"Spence Shea, Foster and",1,36000.18611287506
"Jefferson Morales Gilbert, and",1,4443.267865932193
Martinez-Walsh,1,4455.210109534955
"and Ross Howell Martinez,",1,1604.876025619234
Rush-Munoz,1,10634.481662663178
"Tucker Hernandez Rhodes, and",1,20436.16097384553
Inc Norton,1,11833.413658303609
"Moore, and Lewis Ortiz",1,39033.73018672221
"Wallace Patel, Cunningham and",1,9873.392452971084
"and Chang Serrano Quinn,",1,35844.59178195322
"Perry and Lucero Stephenson,",1,28517.451047147188
Hancock Sons and,1,4614.144607513752
"Colon, Long and Hammond",1,24720.438313523893
Walker-Myers,1,12737.864195361166
Brewer-Thomas,1,18728.37372644606
"Brown Hansen, and Lopez",1,48846.57038692307
"Fischer and Davila, Thomas",1,41595.43468747601
Inc Lyons,1,33604.90464641659
"Conner Kennedy, and Matthews",1,29972.324120958212
"Ward and Walsh Bates,",1,40356.57674752559
Blackburn-Barton,1,31930.292329629905
Leon-Bradley,1,46204.6486847528
Maxwell PLC,1,22563.008666389353
"Ferguson, and Mays Hall",1,30991.650720708847
"Johnson and Parks Grant,",1,32410.102002569274
Arnold-Baker,1,30926.295814695302
Drake Ltd,1,12729.358941446244
Group Fernandez,1,42743.88562796544
Inc Irwin,1,9754.307511267632
"and Williams Cameron, Gordon",1,21933.89535170529
"Cochran Miller Barton, and",1,44424.38723378766
Martin-Abbott,1,35572.846183658294
Sons Parrish and,1,49010.6267647106
Hansen-Torres,1,46657.686081891465
Bauer Inc,1,26434.271210819643
LLC Castillo,2,74126.03749286121
Williams Ltd,8,271209.2671572962
Stein-Smith,1,32746.568689731645
Meyers-Hicks,1,10029.203289244222
Ltd Malone,1,18646.948891097796
"Gomez, and Monroe Walter",1,30405.726663334193
"and Graham Higgins, Bell",1,22281.773614218437
Bennett-Perry,1,43508.34136957849
Sons and Brown,5,135285.16316259382
"and Williamson Cunningham, Anderson",1,19229.517572936777
"and Pearson Mullins, Kennedy",1,3458.650602936234
"and Pennington, Sweeney Lin",1,6360.975201011443
Diaz Sons and,1,47076.02405984203
Carrillo-Donaldson,1,47978.858611011216
LLC Blair,1,18210.4928278225
"Clark, and Doyle Jimenez",1,32445.104554873178
"Smith Morgan and Hawkins,",1,28773.751616819714
"Wilson Pineda, Gilbert and",1,38978.56852683327
Group Dean,2,67136.72724307301
Sandoval Ltd,1,4933.262540894849
Hernandez-Lopez,1,37606.19554939087
Kerr LLC,2,22499.255303161393
"Cox Love, and Saunders",1,35635.19842462985
"Mayer Jones and Richards,",1,31536.331826927137
Reed-Gonzalez,1,14371.123706926664
Huffman-Mooney,1,19934.256885014664
Hopkins-Pacheco,1,13587.509873667479
"Castillo, Harris and Moss",1,7341.087930383686
Jones-Jones,1,47226.218419059434
Group Hansen,1,27236.733556914027
Ltd Patrick,1,18312.389218332824
"and Compton Stein Rose,",1,22437.07577996378
Harrison-Mclaughlin,1,20533.942895216747
Inc Cowan,2,33749.941603332336
Rogers PLC,2,47896.57380678908
"Serrano and Russell Parker,",1,48958.59276356101
"King, and Shaw Phillips",1,17234.964443403263
Adams-Stuart,1,28118.435650847365
Ray LLC,1,6377.1396706252635
PLC Jensen,1,1412.6891057593566
Rice-Murphy,1,14496.778227663506
Inc Stewart,2,28044.75040839971
Grant-Rodriguez,1,46912.87348629637
Heath-Gardner,1,41363.96381677107
"Larsen, Charles and Jones",1,26135.22912381588
Inc Nolan,1,18792.213925205982
Pitts and Sons,1,16132.704888387834
"Boyer and Powell Williams,",1,32490.647896037255
"Lewis and Nelson Farmer,",1,23964.71412767455
"and Holland Watkins Copeland,",1,48182.71808916077
Gates-Lin,1,46113.96498116629
LLC Lawson,1,18970.35825123779
Sanchez-Roth,1,35353.53099105783
Coleman-Graham,1,39080.7678168029
and Sons Patton,2,41045.76163451769
Graves-Cantu,1,11314.900446789952
Inc Ferrell,1,22575.243230873508
Morrison and Sons,1,33437.78904859919
Elliott-Johns,1,28663.696181829855
Fisher Ltd,1,44387.61046077157
"Smith, and Frost Rubio",1,32630.62882586741
and Sanders Sons,3,39498.426305341796
Beck-Nelson,1,39459.05319967743
and Sons Campbell,1,19210.805853165017
Alvarado-Scott,1,6742.942082239654
"and Nelson, Montgomery Murphy",1,40043.00213304857
Miller-Harris,1,12690.001932763213
"Curtis, Summers and Miller",1,19223.6242541737
Collins-Ross,1,2746.053499632413
"Hernandez, and Lee Carr",1,38401.388170289596
Morgan-Gillespie,1,21772.0924152367
Gallegos-Lucero,1,50926.21238386607
"Golden and Davis Gibson,",1,8699.048628865301
"and Smith, Grant Zhang",1,23686.73229033951
Brown-Davis,1,22412.153815632486
"and Roman Byrd, Porter",1,24696.3247528759
"and Fields, Harris Davila",1,38957.78290985087
"Myers Perez, and Schroeder",1,47793.973377563954
"Ochoa and Anderson Mendez,",1,22746.658342479463
Rivera-Davis,1,18248.165901699165
Bowman-Miller,1,44509.59104387138
"Hernandez, Pope Garcia and",1,50715.87715840811
and Sons Benson,1,17762.296955280846
Diaz-Brown,1,26376.56801928779
"Mcdaniel Santiago, and Moore",1,15998.679109931947
"Ruiz and Schaefer, Smith",1,1428.2835590907357
"Cooper, and Hall Smith",1,6639.232960168793
Jones-Kerr,1,36276.76163176689
"Smith, and Osborn Savage",1,19634.477034890187
Clark-Santos,1,41300.729552871526
Medina-Sanchez,1,24611.98270832244
"Parker and Gonzales, Clements",1,22790.062511287637
"Lee, Rivers and Johnson",1,1029.8964521020878
Martin-Duffy,1,9455.404574304046
Shaw Ltd,2,68547.41688573732
Turner Inc,1,22301.640523042523
"Freeman, Daniels and Pace",1,26501.133533494223
"Jackson, and Lee Bauer",1,8635.692587488857
"James, Mann and Ballard",1,22482.637231401568
Solomon-Williams,1,32245.64949843634
"and Miller Reed Jacobs,",1,19169.13866103879
Weiss-Gomez,1,25589.812801263262
Sellers-Hayes,1,8852.074737248066
Donovan PLC,1,5316.61037362676
Murphy-Parsons,1,16670.938442577855
"Jackson Kane and Diaz,",1,26560.599553227188
Flores-Smith,1,32881.55679825898
Sweeney-Bender,1,37679.06727210128
Petersen Ltd,1,25749.52083554032
Flores-Roman,1,30753.68882330775
and Sons Ford,1,16648.547398710638
Mcintyre Ltd,2,67928.16717678621
"Padilla Lewis, Anderson and",1,23673.928937329598
Graham Group,2,73832.24545845573
"Parker, and Parker Macdonald",1,34318.34645688757
"Cabrera Barnes, Harper and",1,26686.198485178884
Inc Harper,2,59224.105727784554
Carlson-Holland,1,7381.422839381634
"May, and Wagner Cooley",1,19479.552072298622
PLC Rodriguez,7,166287.94759627737
"Elliott, Sanders and Hooper",1,37759.76955316392
"Walker, Mckee and Hurst",1,47280.592678074376
Parker LLC,4,166296.57802093335
Howard-Davis,1,50325.55700835723
Taylor LLC,2,42315.784158107796
Thomas-Jones,1,30459.37912898981
Molina-Jones,1,7343.587356087641
"Patterson, Diaz Hughes and",1,38858.034621877996
"Jensen, Sanchez Foley and",1,37864.19442753451
Sons and Thomas,1,27631.181226575845
LLC Logan,1,16115.64791167925
Sanders-Galloway,1,33180.33511549981
Group Foster,1,3726.3456797630733
Nichols-Mann,1,20491.85956109685
LLC Peterson,1,35356.02792567403
PLC Shepherd,2,26370.095589269346
Hughes-Watson,1,12499.764043874511
Vargas LLC,1,39618.07800313061
Compton PLC,1,20328.677704351452
"Smith Jensen, Shaffer and",1,42524.70332796175
Ltd Warren,1,32693.85899136165
"Scott, Mitchell Wood and",1,2497.4865043153814
Matthews-Watson,1,47988.46163607781
Inc Summers,1,32559.04815330995
"Frazier Soto and Hansen,",1,34853.55561648469
Gomez PLC,3,50257.0525866018
"Hernandez and Oconnor, Morris",1,11978.537719608661
Anderson-Schroeder,1,22036.965543895323
Smith-Harris,3,40537.25533761947
Arellano-Kelly,1,26320.031703920256
Sons Mckay and,1,27534.25156010879
Haley Inc,2,12544.981077250704
"Mills, Hall and Booth",1,20901.567992341108
Douglas Group,1,41812.92371164987
"Stephens Martinez, and Romero",1,24711.901407166642
"Charles, Marsh Page and",1,34100.61443041221
Turner-Potter,1,16628.076363509415
Hall-Woods,1,3422.3747622230894
"Durham Stewart, and Rangel",1,33673.91808525717
Rowe-Taylor,1,25413.78104253438
Scott-Williams,1,49740.007608164924
"Ramos, Wilson and Evans",1,22947.212567565613
Houston-Chan,1,21830.564328585842
Ltd Anderson,5,135270.90347591936
Wilson-Green,1,14796.790425454214
Davis-Gay,1,43423.69767319827
"Washington, and Johnson Thomas",1,6399.296905391466
Dunn-Thompson,1,22046.01726313575
Larson-Sanchez,1,12793.03351759573
"Roberts, and George Garcia",1,29478.352767572545
Padilla Ltd,1,11803.038526570512
"and Solis, Bauer Allen",1,23258.574754159377
"and Romero, Lozano Myers",1,28051.716017996037
Le Ltd,1,44092.84310570023
Richards-Perkins,1,43896.112674851036
"Avila, Wood Floyd and",1,36456.46974695975
Salas Inc,1,20407.347234288172
Estrada-Ramsey,1,34925.23337275914
"Henderson Green, Foster and",1,35235.49517726879
"and Cisneros Wilson Patton,",1,29761.79353581045
Group Singh,3,32120.07926022201
Ltd Cobb,2,43244.34160932632
Ltd Wood,1,38366.47660964295
"and Johnson Jackson Mathews,",1,14172.656348266517
"Salazar, and Pierce Austin",1,43893.42395102515
Soto Ltd,1,10742.239638105519
"Jackson Obrien and Scott,",1,26932.48564433135
"Hughes Dunn, and Day",1,13518.111234249094
Sanchez-Blackwell,1,3641.1467221236167
Martinez-Strong,1,47614.90371838115
"Mendoza Foley Williams, and",1,13682.908107363011
Williams-Thompson,1,45371.81162483232
Inc Leblanc,1,28500.074785699977
"Adkins Torres Graves, and",1,41364.04143463318
"Wilson and Ingram Myers,",1,30671.36867961036
Cooper-Best,1,26780.643379146662
"and Jensen Harrison Ross,",1,15291.721327420744
"Smith, and Rush Hubbard",1,40614.62745934215
Oconnell-Lamb,1,27714.479689279702
"Nichols Miller, Garcia and",1,9480.944838859838
Roach-Moore,1,2477.746310446677
"Lopez Martin and Melendez,",1,12388.790942486756
"Blake and Sanders, Johnson",1,18759.37633199625
Forbes-Wallace,1,46766.855738143684
"Ryan and Jackson, Hoffman",1,34835.920746101416
Chavez-Randolph,1,36323.60220265082
"and Mason Robles Perez,",1,10341.71867891388
"and Fernandez, Moore Anderson",1,44182.79348091257
Cooper-Rodriguez,1,7151.365404021111
Fox and Sons,1,8879.154433591766
Baldwin and Sons,1,3058.1856685614534
"and Marshall Kelley Tapia,",1,12904.582949918698
Rocha-Hendricks,1,38484.59456436403
Wagner-Henry,1,47823.743345701376
Anderson-Anderson,1,457.730710240999
Day-Lee,1,9683.393596876918
Watson PLC,1,24869.877869231535
Gutierrez-Campos,1,47415.46419371262
Freeman-Brown,1,39815.072964038976
"Jones Wyatt, and Flores",1,33059.696271623005
Ltd Peters,1,39907.85591596967
Bradley-Shepherd,1,38817.27475528115
"Nelson Cline, and Harrison",1,29159.54074081974
